edition_id,date_decoded,source,source_url,issue_code,stance,actors_named,women_source_or_subject,dev_flag,headline_verbatim,notes
NV-WB-2007-12-31,2007-12-31,Wayback 20071231175336,https://web.archive.org/web/20071231175336/http://www.newvision.co.ug/,GEN,,,no,no,2008: The year of peace for Uganda,Editorial; Juba peace-process optimism
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,POL,FAV,UPDF/army; opposition,no,yes,Army warns opposition,Lead story
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,ECO,,,no,yes,Umeme story (see log for verbatim title),Electricity tariff/utility
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,HEA,,,yes,yes,Fake doctor arrested (see log),Mother and girl victims; WOMEN subjects
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,POL,UNF,Local govt councillors,no,yes,Local govts fail to recover sh8b from councillors,Accountability-critical
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,HEA,UNF,Health ministry,no,yes,Uganda lacks half of required health workers,Staffing shortfall
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,ECO,,,no,yes,Coffee exports fall 17%,Cash-crop earnings
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,ECO,,,no,no,Cement prices/story (see log),Construction sector
NV-WB-2010-06-16,2010-06-16,Wayback 20100616024713,https://web.archive.org/web/20100616024713/http://www.newvision.co.ug/,SPO,,,no,no,World Cup story (see log),South Africa 2010 window
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,SPO,,,no,no,Cranes/Miya story (see log),AFCON qualifier buildup
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,HEA,,,yes,yes,Health workers story (see log),Industrial action conditions
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,ELE,,,yes,yes,Health insurance pledge at presidential debate,Election window; debate commitment
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,EDU,,,yes,no,Schools Guide feature,Annual education service journalism
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,ELE,,Awori; EAC,no,yes,Awori/Tanzania EAC report story,Election-window governance
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,ENV,,,yes,no,Giraffes story (see log),Wildlife conservation
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,SPO,,,no,no,CHAN Mali-Uganda story,Chan tournament
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,SEC,,,no,no,Gaaga bus fire,Accident/disaster
NV-WB-2016-01-20,2016-01-20,Wayback 20160120112311,https://web.archive.org/web/20160120112311/http://www.newvision.co.ug/,ELE,FAV,Yoweri Museveni,no,yes,Exploit border trade Museveni urges Bundibugyo,Campaign-trail story 29 days to polls
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,SPO,,,no,no,2019 Chess Review: Wanyama's All Africa Games bronze highlights season,Year-end sport review
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,GEN,,,no,no,Accidents in 2019,Year-end review
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,GEN,,,no,no,Scandals that set many tongues wagging in 2019,Year-end review
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,GEN,,,no,no,Deaths in 2019,Year-end review
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,GEN,,,no,no,Today in Pictures - Tuesday December 31,Photo feature
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,POL,FAV,Yoweri Museveni,no,yes,We have opened war on Corruption - Museveni,Lead; presidential quote amplified
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,ENT,,Yvonne Chaka Chaka,no,no,Why Chaka Chaka was deported,Deported SA artiste
NV-WB-2019-12-31,2019-12-31,Wayback 20191231181549,https://web.archive.org/web/20191231181549/https://www.newvision.co.ug/,POL,FAV,Yoweri Museveni; Kanda Bongoman,no,no,Museveni meets Kanda Bongoman,Artiste praises developments
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,POL,FAV,Govt/farmers; President,no,yes,Govt gives farmers 150 tractors,Agricultural support
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,POL,FAV,Yoweri Museveni; UPDF,no,no,Museveni's 82nd birthday at Kololo,Official celebration pictures
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,POL,FAV,UPDF; Turkey,no,yes,UPDF-Turkey defence/logistics story,Suspension reported
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,SEC,,Crash suspect,no,no,Crash arrest story,Traffic fatality arrest
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,SEC,,,no,no,Security/crime story 2 (see log),Crime
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,ECO,,,yes,no,Logistics sector story,Trade/economy
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,INTL,NEU,UN; delegations,no,yes,Uganda pushes for UN action on development funding,Sevilla agenda; diplomacy
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,INTL,,Roosevelt Trail,no,yes,Roosevelt Trail tourism story,Tourism product
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,INTL,,King Charles; Muhoozi,no,no,King Charles-Muhoozi premium story,Premium/paywalled content
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,AGR,,,yes,no,Harvest Money/agri story,Farming vertical
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,TOUR,,Kampala event,yes-probable,no,Kampala beauty/music story,Woman subject probable
NV-LIVE-2026-09-20,2026-09-20,Live site,https://www.newvision.co.ug/,ENT,,,no,no,Entertainment story (see log),Arts
NV-WB-2002-01-17,2002-01-17,Wayback 20020118025728,https://web.archive.org/web/20020118025728/http://newvision.co.ug/,POL,FAV,Ofwono Opondo; Police,no,no,Govt Will Block Next Party Rally,Movement-era; multiparty rally declared illegal
NV-WB-2002-01-17,2002-01-17,Wayback 20020118025728,https://web.archive.org/web/20020118025728/http://newvision.co.ug/,POL,NEU,Constitutional Review Commission,no,yes,Constitutional Commission Launches Website,Civic views via internet; governance
NV-WB-2002-01-17,2002-01-17,Wayback 20020118025728,https://web.archive.org/web/20020118025728/http://newvision.co.ug/,HEA,,Muhwezi,yes,yes,Schools To Teach Sex Education,HIV/AIDS strategy; school sex education
NV-WB-2002-01-17,2002-01-17,Wayback 20020118025728,https://web.archive.org/web/20020118025728/http://newvision.co.ug/,SPO,,,no,no,Villa Sacking: Blame It On Hasule,SC Villa coaching; enteruganda portal
NV-WB-2002-01-17,2002-01-17,Wayback 20020118025728,https://web.archive.org/web/20020118025728/http://newvision.co.ug/,GEN,,,no,no,When Successful Elections Went Wrong,enteruganda teaser
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,POL,NEU,Ruhakana Rugunda; LRA,no,no,Peace deal to be signed today - Rugunda (partial),Kitgum; LRA end hostilities
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,POL,NEU,British High Commission,no,no,Britain has no stand on 3rd term,Term limits debate
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,POL,NEU,DP; UYD,no,no,DP factions fight,Youth wing infighting; police quell
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,POL,NEU,Betty Bigombe; LRA; Acholi leaders,yes,no,Rebels govt talk peace,Palabek mediation; WOMAN MEDIATOR
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,ECO,,Charles Muganzi,no,yes,$2.3b earmarked for road development,RSDP2 sh3900b over 10 years
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,ECO,,Uganda Grain Traders,no,yes,Grain dealers to get best price,Warehouse receipt system
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,SPO,,Hassan Mubiru,no,no,Mubiru's New Year pledge,Cranes forward
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,SPO,,FUFA,no,no,Cranes in 700m funds drive,2006 WC/ANC campaign budget
NV-WB-2005-01-01,2005-01-01,Wayback 20050101093211,https://web.archive.org/web/20050101093211/http://www.newvision.co.ug/,ENV,UNF,Syda Bbumba,yes,yes,Use small dams for power,Editorial; readers voted energy minister worst (load-shedding)
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,INTL,,LRA; Kony,no,no,Kony massacres 100 more in Congo,DRC/Sudan toll 189
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,POL,FAV,Yoweri Museveni; Anifa Kawooya; NRM,yes,no,Museveni wows voters for Kawooya,Sembabule Woman MP by-election; WOMAN CANDIDATE
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,POL,NEU,FDC; Beti Kamya,yes,no,FDC summons MP Beti Kamya,Opposition discipline case
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,SEC,,Police; AYA Investments,no,no,AYA Hotel lift operator arrested,Five dead at construction site
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,INTL,,Crispus Kiyonga; Steve Browning,no,no,Kiyonga US envoy discuss Somalia,Post-Yusuf resignation
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,SEC,,Godfrey Kato Kajubi,no,no,Kajubi sent back on remand,Masaka murder case
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,ECO,,,no,yes,Kiira thermal contract extended,50MW; averted 12-hour loadshedding
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,ECO,,,no,no,140 vehicles destroyed at Mombasa port,Port decongestion
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,SPO,,,no,no,Namboole turf safe from worshippers,Stadium management
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,SPO,,,no,no,Sudan confident of CECAFA victory,Defending champions
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,POL,NEU,Juba talks; UPDF; SPLA,no,no,Juba talks were a huge relief to northern Uganda,Opinion column
NV-WB-2008-12-30,2008-12-30,Wayback 20081230030840,https://web.archive.org/web/20081230030840/http://newvision.co.ug/,GEN,,,no,yes,Enforce safety at construction sites,Editorial; AYA deaths
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,POL,UNF,KCC; Basajjabalaba; Police,no,no,Police fish out KCC's land title,Nakasero Market title traced; land scandal
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,POL,UNF,IGG,no,no,IGG to seize property of 3 leaders,Wealth unexplained; corruption
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,POL,FAV,UPDF; Nyakairima,no,no,Army shop reopens,Defence Forces Shop duty-free welfare
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,POL,NEU,NRM,no,no,NRM executive to meet next week,NEC at State House Entebbe
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,POL,FAV,Yoweri Museveni; Charles Wesley Mumbere,no,no,Museveni meets Mumbere in Rwakitura,Rwenzururu kingdom delegation
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,ECO,,URA,no,no,Sh193 million cigarettes impounded,Contraband; Yumbe
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,ECO,UNF,URA; importers,no,no,Importers sue tax body,Textile importers challenge taxes
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,SPO,,Didier Drogba,no,no,Drogba sinks TZ,Ivory Coast 1-0 Tanzania
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,SPO,,SC Villa,no,no,Troubled Jogoos host unpredictable Cops,League title race
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,INTL,,al-Qaeda; Opio Oloya,no,no,How will the al-Qaeda carry out their next terrorist attack?,Column on Detroit attempt
NV-WB-2010-01-05,2010-01-05,Wayback 20100105235652,https://web.archive.org/web/20100105235652/http://www.newvision.co.ug/,GEN,,,no,yes,Diaspora department good for Uganda,Editorial; Foreign Affairs; investment
NV-WB-2011-07-15,2011-07-15,Wayback 20110715062336,https://web.archive.org/web/20110715062336/http://www.newvision.co.ug/,AGR,,Govt; eastern districts,no,yes,Food shortage hits eastern Uganda,Lead; drought famine livestock disease
NV-WB-2011-07-15,2011-07-15,Wayback 20110715062336,https://web.archive.org/web/20110715062336/http://www.newvision.co.ug/,POL,NEU,Gustavio Bwoch; Finance ministry,no,no,Public accountants ask for pay raise,Pay rise to reduce corruption
NV-WB-2011-07-15,2011-07-15,Wayback 20110715062336,https://web.archive.org/web/20110715062336/http://www.newvision.co.ug/,ELE,NEU,Erias Lukwago; Electoral Commission,no,no,Lukwago EC lawyer clash over bribery,Rubaga North recount
NV-WB-2011-07-15,2011-07-15,Wayback 20110715062336,https://web.archive.org/web/20110715062336/http://www.newvision.co.ug/,INTL,,Parliament; AU; UN,no,no,MPs appeal for peace in South Sudan,Sudan-South Sudan disputes
NV-WB-2011-07-15,2011-07-15,Wayback 20110715062336,https://web.archive.org/web/20110715062336/http://www.newvision.co.ug/,SEC,,Robert Kayanja,no,no,Witness betrayed Kayanja for money,Sodomy case witness recants
NV-WB-2011-07-15,2011-07-15,Wayback 20110715062336,https://web.archive.org/web/20110715062336/http://www.newvision.co.ug/,ECO,,Electricity Regulatory Authority,no,yes,Govt moves to cut power expenses,Thermal generators switched off
NV-WB-2011-07-15,2011-07-15,Wayback 20110715062336,https://web.archive.org/web/20110715062336/http://www.newvision.co.ug/,ECO,,Bank of Uganda; Abu Dhabi investors,no,no,Abu Dhabi investors take over local bank,NBC majority stake; Islamic banking
